"","Emergency","ApplyLeadTime","STG","Service","DIA","Length","Pass","Sch","Material","Weight","MemberCount","JointCount","Making_Co","After2_Co","PaintingLT"
"6672","1","정상","50","RN",1,4274,"B","S-160","CS",10395,3,2,"건일산업(주)","건일산업(주)",23
"6673","1","정상","50","RN",1,1256,"B","S-160","CS",2305,2,1,"건일산업(주)","건일산업(주)",25
"6674","1","정상","50","RN",1,184,"B","S-160","CS",4480,6,5,"건일산업(주)","건일산업(주)",23
"6675","1","정상","30","RN",1,744,"B","S-160","CS",2775,4,3,"(주)성광테크","(주)성광테크",21
"6676","1","정상","50","AI",2,2385,"B","S-80","CS",12759,5,4,"건일산업(주)","건일산업(주)",27
"6677","1","정상","30","AI",2,340,"B","S-80","CS",8376,4,3,"성일SIM함안공장","성일SIM함안공장",30
"6678","1","정상","30","AI",2,1672,"B","S-80","CS",9748,3,2,"(주)성광테크","(주)성광테크",21
"6679","1","정상","50","AU",2,4274,"B","S-80","CS",15485,2,1,"건일산업(주)","건일산업(주)",30
"6681","1","정상","50","AU",1,1387,"B","S-80","CS",19290,1,0,"건일산업(주)","하이에어",25
"6682","1","정상","50","N",2,4274,"B","S-80","CS",15485,2,1,"건일산업(주)","건일산업(주)",27
"6683","1","정상","50","N",1,1387,"B","S-80","CS",19290,1,0,"건일산업(주)","하이에어",25
"6684","1","정상","50","N",1,2563,"B","S-80","CS",9373,7,6,"건일산업(주)","건일산업(주)",27
"6686","1","정상","50","AI",2,4353,"A","S-80","CS",15808,2,1,"건일산업(주)","건일산업(주)",27
"6687","1","정상","30","DH",2,2228,"A","S-80","CS",11572,5,4,"성일SIM함안공장","성일SIM함안공장",20
"6688","1","정상","30","N",1,4638,"B","S-80","CS",10104,3,2,"(주)성광테크","(주)성광테크",20
"6691","1","정상","50","DH",2,1861,"B","S-80","CS",13192,6,5,"건일산업(주)","삼녹",20
"6692","1","정상","30","DH",2,2592,"B","S-80","CS",11821,3,2,"(주)성광테크","(주)성광테크",21
"6693","1","정상","30","DH",2,3140,"B","S-80","CS",12907,3,2,"(주)성광테크","(주)성광테크",21
"6694","1","정상","30","DH",2,910,"B","S-80","CS",7988,5,4,"(주)성광테크","(주)성광테크",28
"6695","1","정상","30","DH",4,1,"B","S-40","CS",10774,5,4,"(주)성광테크","(주)성광테크",21
"6696","1","정상","30","DH",2,664,"B","S-80","CS",12076,11,10,"(주)성광테크","(주)성광테크",22
"6697","1","정상","30","DH",2,2437,"B","S-80","CS",10927,3,2,"(주)성광테크","(주)성광테크",22
"6699","1","정상","30","DH",2,1342,"B","S-80","CS",13930,7,6,"(주)성광테크","(주)성광테크",22
"6700","1","정상","30","DH",2,3516,"B","S-80","CS",13779,3,2,"(주)성광테크","(주)성광테크",29
"6701","1","정상","30","DH",6,1,"B","S-40","CS",12703,6,5,"(주)성광테크","(주)성광테크",21
"6702","1","정상","30","DH",4,1,"B","S-40","CS",10801,5,4,"(주)성광테크","(주)성광테크",21
"6703","1","정상","30","AU",1,589,"A","S-80","CS",2332,8,7,"성일SIM함안공장","성일SIM함안공장",30
"6704","1","정상","30","AU",1,5124,"A","S-80","CS",18202,6,5,"성일SIM함안공장","성일SIM함안공장",30
"6705","1","정상","50","AU",2,4638,"A","S-80","CS",16150,3,2,"건일산업(주)","건일산업(주)",25
"6706","1","정상","50","AU",2,4188,"A","S-80","CS",19041,11,10,"건일산업(주)","건일산업(주)",20
"6707","1","정상","30","N",2,4722,"A","S-80","CS",2308,5,4,"성일SIM함안공장","성일SIM함안공장",30
"6708","1","정상","50","N",2,4638,"A","S-80","CS",16193,4,3,"건일산업(주)","건일산업(주)",25
"6710","1","정상","30","RN",2,4618,"A","S-80","CS",8445,9,8,"성일SIM함안공장","성일SIM함안공장",30
"6711","1","정상","50","AU",1,1232,"B","S-80","CS",6546,9,8,"건일산업(주)","건일산업(주)",25
"6712","1","정상","50","N",1,1232,"B","S-80","CS",3879,6,5,"건일산업(주)","건일산업(주)",25
"6713","1","정상","30","AU",2,1963,"B","S-80","CS",15666,5,4,"(주)성광테크","(주)성광테크",21
"6714","1","정상","50","AU",2,2253,"B","S-80","CS",8888,2,1,"건일산업(주)","건일산업(주)",31
"6715","1","정상","30","N",2,4638,"B","S-80","CS",17503,7,6,"(주)성광테크","(주)성광테크",21
"6716","1","정상","50","N",2,2294,"B","S-80","CS",16935,8,7,"건일산업(주)","건일산업(주)",27
"6718","1","정상","30","CWR",6,4704,"B","S-40","CS",10315,8,7,"(주)성광테크","(주)성광테크",21
"6719","0","정상","30","N",1,3181,"B","S-80","CS",9240,8,7,"성일SIM함안공장","성일SIM함안공장",20
"6721","0","정상","30","RN",0.75,1023,"B","S-160","CS",1204,2,1,"성일SIM함안공장","성일SIM함안공장",22
"6722","1","정상","50","CWR",3,4274,"B","S-40","CS",18928,2,1,"건일산업(주)","건일산업(주)",23
"6723","1","정상","50","CWS",3,2255,"B","S-40","CS",17566,5,4,"건일산업(주)","건일산업(주)",23
"6725","1","정상","40","CWR",0.75,1023,"A","S-80","CS",977,2,1,"(주)성광테크","(주)성광테크",20
"6728","0","정상","30","RN",0.75,5020,"A","S-160","LTCS",1172,2,1,"성일SIM함안공장","하이에어",37
"6729","0","정상","30","RN",0.75,5042,"A","S-160","LTCS",1175,2,1,"성일SIM함안공장","하이에어",37
"6730","1","정상","40","RN",2,5185,"A","S-10S","SS",9507,8,7,"삼성중공업(주)거제","성도",26
"6731","1","정상","50","WD",2,1223,"A","S-10S","SS",20383,1,0,"건일산업(주)","하이에어",26
"6732","1","정상","40","OL",2,291,"A","S-10S","SS",5062,11,9,"삼성중공업(주)거제","성도",26
"6733","1","정상","40","RN",3,107,"A","S-40S","SS",12455,8,7,"삼성중공업(주)거제","성도",26
"6734","1","정상","40","VA",3,4239,"A","S-10S","SS",18731,9,7,"삼성중공업(주)거제","성도",26
"6735","0","정상","30","N",2,3606,"B","S-10S","SS",8830,4,3,"성일","하이에어",21
"6736","1","정상","40","AI",1,1196,"A","S-80","CS",1422,3,2,"건일산업(주)","건일산업(주)",25
"6737","1","정상","40","AI",1,2133,"A","S-80","CS",7349,4,3,"건일산업(주)","건일산업(주)",26
"6738","1","정상","40","N",1.5,1175,"A","S-80","CS",3525,2,1,"건일산업(주)","건일산업(주)",26
"6741","1","정상","40","RN",1,1241,"A","S-160","CS",4467,6,5,"건일산업(주)","건일산업(주)",25
"6742","1","정상","40","CWR",1.5,1023,"A","S-80","CS",1306,2,1,"건일산업(주)","건일산업(주)",26
"6743","1","정상","40","CWR",2,1132,"A","S-80","CS",1628,5,4,"건일산업(주)","건일산업(주)",26
"6744","1","정상","40","CWR",2,3060,"A","S-80","CS",3287,4,3,"건일산업(주)","건일산업(주)",26
"6745","1","정상","40","RN",2,4618,"A","S-80","CS",5219,7,6,"건일산업(주)","건일산업(주)",22
"6746","1","정상","40","RN",2,3927,"A","S-80","CS",3512,5,4,"건일산업(주)","건일산업(주)",22
"6749","1","정상","40","CWS",1,1023,"A","S-80","CS",1061,2,1,"건일산업(주)","건일산업(주)",26
"6750","1","정상","40","RN",1,528,"B","S-160","CS",2143,4,3,"건일산업(주)","건일산업(주)",25
"6752","1","정상","30","AI",2,2823,"B","S-80","CS",12384,3,2,"성일SIM함안공장","성일SIM함안공장",20
"6754","1","정상","50","AI",2,1153,"B","S-80","CS",8380,4,3,"건일산업(주)","건일산업(주)",23
"6755","1","정상","30","AI",0.75,1023,"B","S-80","CS",977,2,1,"성일SIM함안공장","성일SIM함안공장",20
"6756","1","정상","30","DH",2,2202,"B","S-80","CS",12923,8,7,"성일SIM함안공장","성일SIM함안공장",20
"6757","1","정상","40","AI",1,702,"B","S-80","CS",3472,8,7,"건일산업(주)","건일산업(주)",26
"6758","1","정상","40","AI",1,2998,"B","S-80","CS",6376,4,3,"건일산업(주)","건일산업(주)",25
"6759","1","정상","40","RN",1,3787,"B","S-160","CS",10155,4,3,"건일산업(주)","건일산업(주)",25
"6760","1","정상","40","N",2,4970,"A","S-160","CS",9236,8,7,"건일산업(주)","건일산업(주)",25
"6762","1","정상","30","DH",2,3779,"B","S-80","CS",14948,4,3,"성일SIM함안공장","성일SIM함안공장",20
"6763","1","정상","30","DH",4,1,"B","S-40","CS",16026,9,8,"성일SIM함안공장","성일SIM함안공장",20
"6766","1","정상","30","N",2,1,"B","S-80","CS",6397,8,0,"건일산업(주)","건일산업(주)",31
"6770","1","정상","40","N",2,1,"A","S-80","CS",6481,7,0,"건일산업(주)","건일산업(주)",31
"6771","1","정상","40","N",2,1,"A","S-80","CS",7585,6,0,"건일산업(주)","건일산업(주)",31
"6772","1","정상","40","N",3,1,"A","S-40","CS",15393,7,6,"(주)성광테크","삼녹",21
"6773","1","정상","40","N",3,1,"A","S-40","CS",15398,7,6,"(주)성광테크","삼녹",21
"6784","1","정상","40","RN",0.5,4917,"A","S-160","CS",1101,2,1,"건일산업(주)","건일산업(주)",28
"6785","1","정상","40","RN",0.5,4917,"A","S-160","CS",1101,2,1,"건일산업(주)","건일산업(주)",28
"6786","1","정상","40","N",1,1030,"A","S-80","CS",54,1,0,"성일SIM함안공장","하이에어",21
"6787","1","정상","40","N",0.75,1023,"A","S-80","CS",977,2,1,"성일SIM함안공장","하이에어",21
"6788","1","정상","40","AU",2,4638,"A","S-80","CS",16841,2,1,"(주)성광테크","(주)성광테크",22
"6789","1","정상","40","AU",2,4638,"A","S-80","CS",17802,4,3,"(주)성광테크","(주)성광테크",22
"6790","1","정상","40","CWR",0.75,4906,"A","S-80","CS",951,2,1,"성일SIM함안공장","하이에어",21
"6791","1","정상","40","CWR",0.75,4906,"A","S-80","CS",1108,2,1,"성일SIM함안공장","하이에어",21
"6792","1","정상","40","CWR",0.75,4939,"A","S-80","CS",1110,2,1,"성일SIM함안공장","하이에어",21
"6793","1","정상","40","CWR",0.75,4961,"A","S-80","CS",958,2,1,"성일SIM함안공장","하이에어",21
"6794","1","정상","40","CWR",2,3041,"A","S-80","CS",2349,4,3,"성일SIM함안공장","하이에어",21
"6795","1","정상","40","N",2,4638,"A","S-80","CS",16841,2,1,"(주)성광테크","(주)성광테크",22
"6801","1","정상","40","N",2,492,"B","S-80","CS",5916,5,4,"(주)성광테크","(주)성광테크",24
"6805","1","정상","40","AI",1,3089,"A","S-80","CS",7279,2,1,"건일산업(주)","건일산업(주)",21
"6806","1","정상","40","AI",1,3058,"A","S-80","CS",11217,6,5,"건일산업(주)","건일산업(주)",22
"6807","1","정상","40","AI",0.75,1023,"A","S-80","CS",977,2,1,"건일산업(주)","건일산업(주)",28
"6808","1","정상","40","AI",0.75,1023,"A","S-80","CS",977,2,1,"건일산업(주)","건일산업(주)",28
"6810","1","정상","40","AI",1,3073,"A","S-80","CS",16356,7,6,"건일산업(주)","건일산업(주)",22
"6811","1","정상","40","AI",0.75,1023,"A","S-80","CS",977,2,1,"건일산업(주)","건일산업(주)",28
"6813","1","정상","40","AI",1,1057,"A","S-80","CS",1056,3,2,"건일산업(주)","건일산업(주)",28
"6814","1","정상","40","AI",1,3052,"A","S-80","CS",11299,4,3,"건일산업(주)","건일산업(주)",22
"6815","1","정상","40","AI",1.5,4771,"A","S-80","CS",3987,8,7,"(주)성광테크","(주)성광테크",20
"6816","1","정상","40","AI",1.5,5265,"A","S-80","CS",20341,3,2,"(주)성광테크","(주)성광테크",22
"6817","1","정상","40","AI",1.5,553,"A","S-80","CS",4444,6,4,"(주)성광테크","(주)성광테크",22
"6818","1","정상","40","AI",1.5,2404,"A","S-80","CS",9125,4,3,"건일산업(주)","건일산업(주)",35
"6822","1","정상","40","AI",1.5,3099,"A","S-80","CS",18012,5,4,"건일산업(주)","건일산업(주)",25
"6824","1","정상","40","AI",1.5,1027,"A","S-80","CS",1316,2,1,"(주)성광테크","(주)성광테크",22
"6826","1","정상","40","AI",1.5,1027,"A","S-80","CS",1316,2,1,"(주)성광테크","(주)성광테크",22
"6828","1","정상","40","AI",1.5,1027,"A","S-80","CS",1316,2,1,"(주)성광테크","(주)성광테크",22
"6829","1","정상","40","AI",1.5,1026,"A","S-80","CS",1313,2,1,"(주)성광테크","(주)성광테크",22
"6831","1","정상","40","AI",1.5,2087,"A","S-80","CS",14336,5,4,"건일산업(주)","건일산업(주)",20
"6832","1","정상","40","AI",1.5,1103,"A","S-80","CS",14273,5,4,"건일산업(주)","건일산업(주)",20
"6833","1","정상","40","AI",1.5,1076,"A","S-80","CS",14217,5,4,"건일산업(주)","건일산업(주)",20
"6834","1","정상","40","AI",1.5,758,"B","S-80","CS",2125,5,4,"건일산업(주)","건일산업(주)",35
"6836","1","정상","40","AI",2,2726,"B","S-80","CS",12970,5,4,"건일산업(주)","건일산업(주)",28
"6837","1","정상","40","AU",2,4044,"B","S-80","CS",15957,4,3,"건일산업(주)","건일산업(주)",23
"6838","1","정상","30","AU",2,4638,"B","S-80","CS",17155,3,2,"건일산업(주)","건일산업(주)",23
"6839","1","정상","40","N",2,4306,"B","S-80","CS",16820,4,3,"건일산업(주)","건일산업(주)",30
"6840","1","정상","30","N",2,4638,"B","S-80","CS",17155,3,2,"건일산업(주)","건일산업(주)",23
"6841","1","정상","40","RN",0.5,4875,"A","S-160","CS",1098,2,1,"건일산업(주)","건일산업(주)",28
"6842","1","정상","30","AU",2,754,"B","S-80","CS",11544,8,7,"건일산업(주)","건일산업(주)",25
"6843","1","정상","30","N",2,557,"B","S-80","CS",9888,7,6,"건일산업(주)","건일산업(주)",25
"6844","1","정상","30","CWR",6,86,"B","S-40","CS",20992,5,4,"건일산업(주)","건일산업(주)",43
"6845","1","정상","40","VA",2,1,"A","S-80","CS",10875,7,0,"건일산업(주)","건일산업(주)",20
"6846","1","정상","40","VA",2,1,"A","S-80","CS",11646,7,0,"건일산업(주)","건일산업(주)",20
"6847","0","정상","40","OL",2,573,"B","S-10S","SS",1659,5,3,"삼성중공업(주)거제","성도",32
"6851","1","정상","30","AI",1.5,1743,"B","S-80","CS",5702,3,2,"(주)성광테크","(주)성광테크",20
"6852","1","정상","40","AI",1.5,2187,"B","S-80","CS",6474,3,2,"건일산업(주)","건일산업(주)",21
"6858","1","정상","40","AI",1.5,1023,"A","S-80","CS",14167,5,4,"건일산업(주)","건일산업(주)",26
"6859","1","정상","40","N",1,1642,"A","S-80","CS",3955,4,3,"건일산업(주)","건일산업(주)",35
"6860","1","정상","50","AU",1,1737,"A","S-80","CS",2604,3,2,"건일산업(주)","건일산업(주)",31
"6861","1","정상","50","N",1,1737,"A","S-80","CS",2863,4,3,"건일산업(주)","건일산업(주)",29
"6862","1","정상","50","N",0.75,1023,"A","S-80","CS",977,2,1,"건일산업(주)","건일산업(주)",26
"6863","1","정상","40","AI",1.5,2184,"A","S-80","CS",14187,4,3,"건일산업(주)","건일산업(주)",27
"6870","1","정상","40","AI",1.5,1023,"A","S-80","CS",11251,4,3,"건일산업(주)","건일산업(주)",26
"6871","1","정상","40","AI",0.75,1023,"A","S-80","CS",977,2,1,"건일산업(주)","건일산업(주)",26
"6872","1","정상","30","RN",2,3041,"A","S-10S","SS",21245,3,2,"건일산업(주)","건일산업(주)",22
"6873","1","정상","30","LNG",1.5,4730,"A","S-80S","SS",1440,3,2,"건일산업(주)","건일산업(주)",22
"6874","1","정상","30","LNG",1,4629,"A","S-80S","SS",16491,3,2,"건일산업(주)","건일산업(주)",22
"6875","1","정상","30","LNG",1.5,5075,"A","S-80S","SS",3738,6,5,"건일산업(주)","건일산업(주)",24
"6876","1","정상","30","WD",1,1491,"A","S-80S","SS",3982,6,4,"건일산업(주)","건일산업(주)",22
"6877","1","정상","30","WD",1,3121,"A","S-80S","SS",1028,1,0,"건일산업(주)","건일산업(주)",26
"6878","1","정상","30","PL",2,2338,"A","S-10S","SS",7874,6,5,"건일산업(주)","건일산업(주)",22
"6879","1","정상","30","LNG",2,4756,"A","S-10S","SS",1379,4,3,"건일산업(주)","건일산업(주)",22
"6880","1","정상","30","LNG",0.5,3127,"A","S-80S","SS",1121,2,1,"건일산업(주)","건일산업(주)",22
"6881","1","정상","30","LNG",1.5,5262,"A","S-80S","SS",3869,8,7,"건일산업(주)","건일산업(주)",22
"6882","1","정상","30","FW",4,1,"A","T-6.35","CN",3141,2,1,"부흥","하이에어",21
"6883","1","정상","30","FW",4,1,"A","T-6.35","CN",3141,2,1,"부흥","하이에어",21
"6884","1","정상","30","DF",2,312,"A","S-160","CS",13628,8,7,"(주)성광테크","(주)성광테크",21
"6885","1","정상","30","N",2,4890,"A","S-80","CS",2776,5,4,"성일SIM함안공장","성일SIM함안공장",33
"6886","1","정상","30","DF",2,1294,"B","S-160","CS",18978,9,8,"(주)성광테크","(주)성광테크",23
"6887","1","정상","30","DF",0.5,1023,"B","S-80","CS",189,2,1,"(주)성광테크","(주)성광테크",23
"6888","1","정상","50","AI",1.5,685,"A","S-80","CS",7979,6,5,"건일산업(주)","건일산업(주)",21
"6889","1","정상","50","AI",1.5,684,"A","S-80","CS",8455,6,5,"건일산업(주)","건일산업(주)",21
"6890","1","정상","30","AI",1.5,1206,"B","S-80","CS",11923,7,6,"성일SIM함안공장","성일SIM함안공장",30
"6891","1","정상","30","N",2,2108,"A","S-80","CS",1360,5,4,"성일SIM함안공장","성일SIM함안공장",39
"6892","1","정상","30","N",2,3041,"A","S-80","CS",1647,5,4,"성일SIM함안공장","성일SIM함안공장",39
"6893","1","정상","30","N",2,2108,"A","S-80","CS",1360,5,4,"성일SIM함안공장","성일SIM함안공장",39
"6894","1","정상","30","AI",2,286,"B","S-80","CS",8511,8,7,"(주)성광테크","(주)성광테크",23
"6896","1","정상","30","AI",0.75,1023,"B","S-80","CS",977,2,1,"(주)성광테크","(주)성광테크",27
"6897","1","정상","30","AI",2,2048,"B","S-80","CS",14816,8,7,"(주)성광테크","(주)성광테크",23
"6898","1","정상","30","AI",2,2005,"B","S-80","CS",14668,9,8,"(주)성광테크","(주)성광테크",27
"6899","1","정상","50","RN",2,1373,"A","S-10S","SS",2700,5,4,"건일산업(주)","하이에어",24
"6901","1","정상","50","NH",2,3175,"A","S-10S","SS",6398,4,3,"건일산업(주)","하이에어",24
"6902","1","정상","50","WD",1,612,"B","S-80S","SS",2196,8,6,"건일산업(주)","하이에어",24
"6903","1","정상","50","WD",1,1194,"A","S-80S","SS",4847,5,3,"삼성중공업(주)거제","성도",20
"6904","1","정상","50","WD",1,1770,"A","S-80S","SS",9798,8,5,"삼성중공업(주)거제","성도",20
"6905","1","정상","30","RN",0.5,4773,"A","S-80S","SS",7211,6,5,"건일산업(주)","건일산업(주)",23
"6906","0","정상","50","NH",3,1023,"B","S-10S","SS",123,1,0,"삼성중공업(주)거제","성도",26
"6907","1","정상","40","FW",3,4638,"B","T-5.56","CN",19734,2,1,"부흥","하이에어",24
